"SecID","PriceDate","OPEN","HIGH","LOW","CLOSE","VOLUME","ADJUSTED"
"0001.HK","2019-12-31",74.949997,75.300003,74.300003,74.300003,2084229,67.514992
"0001.HK","2020-01-02",74.5,75.199997,74.300003,74.5,2294978,67.696716
"0001.HK","2020-01-03",75,75.25,73.849998,74.099998,2836418,67.333237
"0001.HK","2020-01-06",73.5,74.650002,73.199997,73.550003,3232362,66.833473
"0001.HK","2020-01-07",74.050003,74.300003,72.800003,73.050003,4152215,66.379128
"0001.HK","2020-01-08",71.699997,72.449997,71.25,72.150002,4943850,65.561317
"0001.HK","2020-01-09",73.150002,73.550003,72.849998,73.5,3889068,66.788033
"0001.HK","2020-01-10",73.900002,74.599998,73.650002,74.050003,4162726,67.287819
"0001.HK","2020-01-13",74.5,75.300003,74.099998,74.900002,6417244,68.060196
"0001.HK","2020-01-14",75.599998,75.599998,74.75,75.099998,6117313,68.241928
"0001.HK","2020-01-15",75.25,75.25,74.150002,75,5126656,68.151054
"0001.HK","2020-01-16",75.150002,75.25,74.349998,75,11143197,68.151054
"0001.HK","2020-01-17",75.449997,75.699997,74.849998,75.300003,3601304,68.42366
"0001.HK","2020-01-20",76,76,75.099998,75.300003,4426256,68.42366
"0001.HK","2020-01-21",74.5,75.300003,73.650002,74.199997,6259527,67.42411
"0001.HK","2020-01-22",75.099998,75.199997,73.599998,74.550003,5551781,67.742157
"0001.HK","2020-01-23",74.349998,74.5,73.650002,74.150002,4057309,67.378677
"0001.HK","2020-01-24",74.599998,74.599998,73.949997,74.349998,1854541,67.56041
"0001.HK","2020-01-29",72.199997,72.5,71.599998,71.900002,7187376,65.334145
"0001.HK","2020-01-30",72,72.199997,69.599998,69.900002,7286027,63.516796
"0001.HK","2020-01-31",70.099998,70.5,69.050003,69.300003,5833460,62.971573
"0001.HK","2020-02-03",68.650002,69.900002,68.199997,68.449997,6240002,62.199192
"0001.HK","2020-02-04",68.849998,69.150002,68.5,68.5,5403104,62.244637
"0001.HK","2020-02-05",69.300003,69.300003,68.199997,68.75,4596057,62.471809
"0001.HK","2020-02-06",69,70.5,69,70.25,6292835,63.83482
"0001.HK","2020-02-07",70.25,70.599998,70,70.300003,5258996,63.88026
"0001.HK","2020-02-10",69.5,70.5,69.5,69.949997,3401742,63.562214
"0001.HK","2020-02-11",69.699997,70.800003,69.699997,70.199997,3235246,63.789383
"0001.HK","2020-02-12",70.900002,71.050003,69.849998,70.800003,5000457,64.334602
"0001.HK","2020-02-13",71,71.5,70.300003,70.5,3355267,64.061996
"0001.HK","2020-02-14",70.550003,71.099998,70.300003,70.849998,2793060,64.38002
"0001.HK","2020-02-17",71.400002,71.849998,70.599998,71.400002,2667249,64.879799
"0001.HK","2020-02-18",70.5,70.900002,70.199997,70.300003,2087473,63.88026
"0001.HK","2020-02-19",70.050003,70.150002,69.599998,70.050003,4076532,63.653091
"0001.HK","2020-02-20",70.800003,70.800003,69.599998,69.949997,2293526,63.562214
"0001.HK","2020-02-21",70,70,69.199997,69.400002,3245677,63.062447
"0001.HK","2020-02-24",69.099998,69.300003,68.75,68.75,3727285,62.471809
"0001.HK","2020-02-25",68.400002,68.75,68.099998,68.449997,3732077,62.199192
"0001.HK","2020-02-26",68,68.5,67.599998,68.300003,4077821,62.062901
"0001.HK","2020-02-27",67.650002,69.300003,67.650002,68.800003,4910456,62.517235
"0001.HK","2020-02-28",67.5,67.949997,67.099998,67.849998,7898920,61.653992
"0001.HK","2020-03-02",67,67.75,66.699997,66.800003,6143809,60.699875
"0001.HK","2020-03-03",67.050003,67.599998,66.800003,66.900002,4279217,60.790745
"0001.HK","2020-03-04",67,67.650002,66.550003,67.349998,4622504,61.199646
"0001.HK","2020-03-05",66.75,67.900002,66.75,67.800003,6298157,61.608562
"0001.HK","2020-03-06",67.099998,67.550003,66.25,66.599998,7977260,60.518135
"0001.HK","2020-03-09",64.900002,65,63.549999,64,10854418,58.155571
"0001.HK","2020-03-10",64,64,64,64,0,58.155571
"0001.HK","2020-03-11",63.299999,63.700001,61.650002,61.75,17835104,56.111034
"0001.HK","2020-03-12",60,60.599998,58.5,58.549999,14052055,53.203259
"0001.HK","2020-03-13",55.299999,56.349998,53.549999,55.450001,29408740,50.386349
"0001.HK","2020-03-16",51.299999,54.400002,51.299999,53.049999,16043730,48.205513
"0001.HK","2020-03-17",53.099998,53.099998,53.099998,53.099998,0,48.250946
"0001.HK","2020-03-18",52.099998,52.650002,49.900002,49.900002,16529618,45.343174
"0001.HK","2020-03-19",50,50.900002,45.049999,45.549999,28597813,41.390411
"0001.HK","2020-03-20",46.25,49.75,46.25,49.599998,25232496,45.07056
"0001.HK","2020-03-23",46.549999,47.599998,45.799999,45.950001,15469707,41.75388
"0001.HK","2020-03-24",47.099998,48.349998,46.549999,47.25,15296458,42.935165
"0001.HK","2020-03-25",48.650002,50,48.650002,50,16640222,45.43404
"0001.HK","2020-03-26",51.650002,51.650002,49.450001,50.150002,12067696,45.570343
"0001.HK","2020-03-27",52.450001,53.450001,51.599998,52.900002,18221966,48.06921
"0001.HK","2020-03-30",52.900002,52.950001,51.049999,51.450001,15936885,46.751629
"0001.HK","2020-03-31",51.650002,52.299999,51.450001,52.299999,10923688,47.524002
"0001.HK","2020-04-01",52.5,53.299999,51.5,52.049999,10568769,47.296833
"0001.HK","2020-04-02",51.200001,52.650002,51.200001,52.450001,7648777,47.660309
"0001.HK","2020-04-03",52.200001,52.799999,51.75,52.5,7014328,47.705738
"0001.HK","2020-04-06",53.25,56,53,55.799999,11769045,50.704388
"0001.HK","2020-04-07",57.299999,57.75,56,57.599998,13594770,52.340012
"0001.HK","2020-04-08",57.200001,57.25,55.950001,56.400002,8754282,51.249596
"0001.HK","2020-04-09",56.700001,57.799999,56.700001,57.799999,7806942,52.521748
"0001.HK","2020-04-14",57.299999,58.25,57.200001,57.950001,10388354,52.658051
"0001.HK","2020-04-15",58.400002,58.799999,57,57.450001,8199271,52.203712
"0001.HK","2020-04-16",56.599998,57.099998,56,56.900002,8591713,51.703938
"0001.HK","2020-04-17",57.799999,58.400002,57.400002,58.099998,8356053,52.794353
"0001.HK","2020-04-20",58.450001,58.450001,57,57.150002,7079352,51.931107
"0001.HK","2020-04-21",57.150002,57.400002,55.299999,55.599998,10971459,50.522648
"0001.HK","2020-04-22",55,56.799999,54.900002,56.450001,7630996,51.295029
"0001.HK","2020-04-23",57,57,55.849998,56.200001,5145790,51.067856
"0001.HK","2020-04-24",55.599998,55.950001,55,55.25,9374622,50.204613
"0001.HK","2020-04-27",55,56.200001,55,55.799999,6052456,50.704388
"0001.HK","2020-04-28",55.650002,56.950001,55.25,56.950001,7696084,51.749374
"0001.HK","2020-04-29",57.5,57.950001,57,57.400002,5151326,52.158276
"0001.HK","2020-05-04",55.099998,55.700001,55.049999,55.299999,9687327,50.250046
"0001.HK","2020-05-05",56.099998,56.150002,55.299999,55.849998,4211309,50.749821
"0001.HK","2020-05-06",55.799999,56.950001,55.799999,56.700001,4753293,51.522202
"0001.HK","2020-05-07",56.700001,56.700001,55.599998,55.950001,5691677,50.840687
"0001.HK","2020-05-08",56.299999,56.799999,56.049999,56.799999,3599573,51.613068
"0001.HK","2020-05-11",57.049999,58.150002,56.900002,57.200001,5895311,51.976543
"0001.HK","2020-05-12",56.5,56.549999,55.599998,56,8841564,50.88612
"0001.HK","2020-05-13",55.599998,56.549999,55.599998,56.349998,5779087,51.204159
"0001.HK","2020-05-14",55.299999,55.950001,55.299999,55.950001,9358316,50.840687
"0001.HK","2020-05-15",55.099998,56.25,55.099998,55.5,7372417,50.431786
"0001.HK","2020-05-18",55.700001,56.349998,55.599998,56.099998,7072180,50.97699
"0001.HK","2020-05-19",54.799999,55.950001,54.799999,55,7805060,52.114021
"0001.HK","2020-05-20",54.799999,54.950001,54,54.150002,4703873,51.308624
"0001.HK","2020-05-21",54.700001,54.799999,53.099998,53.299999,9995195,50.503227
"0001.HK","2020-05-22",52,52,49.25,49.75,21522896,47.139503
"0001.HK","2020-05-25",49.400002,49.849998,48.450001,49,10226595,46.42886
"0001.HK","2020-05-26",49.099998,50.950001,49.099998,50.349998,12819286,47.708019
"0001.HK","2020-05-27",49.5,50.650002,49.150002,49.700001,11689479,47.092125
"0001.HK","2020-05-28",49,49.950001,47.599998,48.25,15075848,45.718208
"0001.HK","2020-05-29",47.25,48.650002,47.25,47.400002,16752419,44.912811
"0001.HK","2020-06-01",48.400002,49.400002,48.200001,48.700001,14937801,46.144604
"0001.HK","2020-06-02",48.5,49.5,48.299999,49.5,9678312,46.902622
"0001.HK","2020-06-03",50.450001,51.200001,50.299999,50.549999,11462044,47.897522
"0001.HK","2020-06-04",51.400002,51.5,50.549999,51.299999,9787372,48.608173
"0001.HK","2020-06-05",51.5,53.799999,51.099998,53.599998,18599757,50.787483
"0001.HK","2020-06-08",55.150002,55.299999,53.900002,54.349998,10971440,51.498131
"0001.HK","2020-06-09",54.049999,55.900002,54,55.400002,14015417,52.493034
"0001.HK","2020-06-10",55.150002,55.799999,54.599998,54.799999,9462320,51.924519
"0001.HK","2020-06-11",54.299999,54.599998,52.650002,52.700001,9834647,49.934711
"0001.HK","2020-06-12",50.650002,52.049999,50.549999,52.049999,11782962,49.318817
"0001.HK","2020-06-15",50.75,52.150002,50.549999,50.549999,14363043,47.897522
"0001.HK","2020-06-16",51.950001,52.5,51.549999,51.799999,9839236,49.081936
"0001.HK","2020-06-17",51.900002,52.599998,51.650002,52.349998,6891865,49.603077
"0001.HK","2020-06-18",51.849998,52,51.049999,51.75,9144193,49.034557
"0001.HK","2020-06-19",51.349998,52.599998,50.900002,51.799999,25744885,49.081936
"0001.HK","2020-06-22",51.599998,51.950001,50.900002,51.200001,6641788,48.51342
"0001.HK","2020-06-23",50.849998,51.099998,50.049999,50.900002,11505535,48.229164
"0001.HK","2020-06-24",51,51.299999,50.5,50.650002,8234748,47.992279
"0001.HK","2020-06-26",49.700001,50.200001,49.599998,49.849998,12190261,47.234257
"0001.HK","2020-06-29",49.75,50,48.799999,49.25,8766822,46.665741
"0001.HK","2020-06-30",49.549999,50.450001,49.400002,49.799999,8831897,47.186882
"0001.HK","2020-07-02",49.049999,51.400002,49.049999,51.25,10852670,48.560795
"0001.HK","2020-07-03",51.900002,52.099998,51.349998,51.75,9240624,49.034557
"0001.HK","2020-07-06",52,53.950001,51.799999,53.799999,12990937,50.97699
"0001.HK","2020-07-07",53.950001,54.150002,52.299999,52.700001,12130443,49.934711
"0001.HK","2020-07-08",53.25,53.25,51.549999,52.049999,8226736,49.318817
"0001.HK","2020-07-09",52.400002,52.400002,51.25,51.349998,8157846,48.655544
"0001.HK","2020-07-10",50.700001,51.049999,50,50.349998,10338540,47.708019
"0001.HK","2020-07-13",50.5,51.25,50.349998,50.75,6984082,48.087032
"0001.HK","2020-07-14",51,51.799999,50.650002,51.700001,10271999,48.987183
"0001.HK","2020-07-15",52.5,52.5,51.099998,51.200001,7450659,48.51342
"0001.HK","2020-07-16",51.25,51.75,50.849998,51,5009729,48.323917
"0001.HK","2020-07-17",51.349998,51.349998,50.799999,50.950001,6124546,48.276539
"0001.HK","2020-07-20",50.5,51.099998,50.400002,50.849998,5682260,48.181782
"0001.HK","2020-07-21",50.400002,51.049999,50.400002,50.849998,6675345,48.181782
"0001.HK","2020-07-22",50.599998,51.200001,50.200001,50.299999,5725070,47.660641
"0001.HK","2020-07-23",50.049999,50.450001,49.900002,50.150002,6234463,47.518517
"0001.HK","2020-07-24",50,50.200001,49.450001,49.799999,7284377,47.186882
"0001.HK","2020-07-27",49.799999,50,49.049999,49.25,6007146,46.665741
"0001.HK","2020-07-28",50,50.650002,49.599998,49.849998,6037371,47.234257
"0001.HK","2020-07-29",49.650002,50.099998,49.5,50,5880385,47.376385
"0001.HK","2020-07-30",50,51.900002,50,50.549999,7122484,47.897522
"0001.HK","2020-07-31",50.049999,51,50.049999,50.549999,5609644,47.897522
"0001.HK","2020-08-03",50.049999,50.900002,49.650002,50.349998,6242401,47.708019
"0001.HK","2020-08-04",50.650002,51.950001,50.349998,51.700001,8260594,48.987183
"0001.HK","2020-08-05",51.5,51.75,51,51.25,7515328,48.560795
"0001.HK","2020-08-06",51.5,51.599998,50,50.900002,5395197,48.229164
"0001.HK","2020-08-07",50.200001,50.349998,49.25,49.799999,9781651,47.186882
"0001.HK","2020-08-10",49.950001,50.200001,49.650002,49.799999,4417692,47.186882
"0001.HK","2020-08-11",50.5,51.5,50.25,51.150002,8633891,48.466045
"0001.HK","2020-08-12",51.099998,52.549999,50.849998,52.450001,9405826,49.697826
"0001.HK","2020-08-13",52.599998,52.599998,51.650002,52.299999,6771640,49.555698
"0001.HK","2020-08-14",51.549999,52.25,51.549999,52,4483075,49.271442
"0001.HK","2020-08-17",52.25,52.75,51.900002,52.349998,4221747,49.603077
"0001.HK","2020-08-18",52.5,52.599998,51.799999,52.150002,5234128,49.413574
"0001.HK","2020-08-19",52.549999,52.549999,51.200001,51.75,3302793,49.034557
"0001.HK","2020-08-20",51.799999,51.799999,50.099998,50.549999,7184232,47.897522
"0001.HK","2020-08-21",51,51.599998,50.650002,51.049999,4867266,48.371288
"0001.HK","2020-08-24",51.799999,52.099998,50.900002,51.599998,4539360,48.892429
"0001.HK","2020-08-25",51.849998,52.150002,51.5,51.599998,3663352,48.892429
"0001.HK","2020-08-26",51.200001,51.349998,50.75,51.049999,5570897,48.371288
"0001.HK","2020-08-27",50.700001,51.099998,50.5,50.549999,5007631,47.897522
"0001.HK","2020-08-28",50.549999,51.450001,50.5,50.650002,5709804,47.992279
"0001.HK","2020-08-31",51.200001,51.950001,50.75,50.75,7869427,48.087032
"0001.HK","2020-09-01",50.200001,50.599998,50,50.299999,6383120,47.660641
"0001.HK","2020-09-02",50.150002,50.400002,49.799999,50.099998,8511630,47.471138
"0001.HK","2020-09-03",50.049999,50.400002,49.650002,50.150002,6049910,47.518517
"0001.HK","2020-09-04",49.849998,50.450001,49.650002,50,12456498,47.376385
"0001.HK","2020-09-07",49.599998,50.099998,49.5,49.599998,3566809,47.581676
"0001.HK","2020-09-08",50,50.150002,49,49.099998,4942056,47.10202
"0001.HK","2020-09-09",48.599998,49.049999,48.599998,48.75,4951402,46.766266
"0001.HK","2020-09-10",48.900002,49.5,48.549999,48.799999,6920608,46.814228
"0001.HK","2020-09-11",48.5,48.799999,48.299999,48.549999,7599968,46.574402
"0001.HK","2020-09-14",48.700001,49.299999,48.5,49.049999,4789952,47.054058
"0001.HK","2020-09-15",48.950001,49.650002,48.900002,49.5,4488184,47.485748
"0001.HK","2020-09-16",49.349998,49.599998,48.900002,49.150002,5622160,47.14999
"0001.HK","2020-09-17",48.75,49,48.299999,48.5,5260333,46.526436
"0001.HK","2020-09-18",48.450001,48.900002,48.200001,48.900002,10181171,46.91016
"0001.HK","2020-09-21",48.900002,49.150002,47.900002,48.049999,4737731,46.094749
"0001.HK","2020-09-22",47.299999,47.650002,46.650002,46.950001,8884880,45.039513
"0001.HK","2020-09-23",46.950001,47.200001,46.5,46.75,4944232,44.847649
"0001.HK","2020-09-24",46.299999,46.650002,46,46.349998,4728562,44.463924
"0001.HK","2020-09-25",46.099998,46.900002,46.049999,46.549999,3907163,44.655785
"0001.HK","2020-09-28",46.849998,47,46.400002,46.549999,4628062,44.655785
"0001.HK","2020-09-29",46.25,46.599998,46.099998,46.5,5319638,44.607822
"0001.HK","2020-09-30",46.150002,47.150002,46.150002,46.599998,6518072,44.703754
"0001.HK","2020-10-05",47.299999,47.799999,47,47.099998,5219906,45.183403
"0001.HK","2020-10-06",47.400002,47.900002,47.349998,47.650002,4209146,45.711025
"0001.HK","2020-10-07",47.650002,48.150002,47.450001,47.900002,3805716,45.950855
"0001.HK","2020-10-08",47.5,47.900002,47.150002,47.599998,2873958,45.663059
"0001.HK","2020-10-09",47.799999,47.799999,47.049999,47.25,5360334,45.327305
"0001.HK","2020-10-12",46.799999,47.799999,46.799999,47.299999,12414632,45.375267
"0001.HK","2020-10-14",46.849998,47.549999,46.799999,46.900002,6466392,44.991547
"0001.HK","2020-10-15",46.549999,46.900002,46.099998,46.400002,5567503,44.511894
"0001.HK","2020-10-16",46.5,46.799999,46,46.049999,5208505,44.176132
"0001.HK","2020-10-19",46.400002,47.200001,46.049999,46.349998,3802996,44.463924
"0001.HK","2020-10-20",46.099998,46.349998,45.849998,46.049999,4193083,44.176132
"0001.HK","2020-10-21",46.25,46.5,45.950001,46.150002,4829584,44.272064
"0001.HK","2020-10-22",46.099998,46.349998,45.900002,46.099998,4902349,44.224098
"0001.HK","2020-10-23",46.299999,46.5,45.799999,46.400002,3814539,44.511894
"0001.HK","2020-10-27",46.799999,47.150002,46.5,46.75,12095106,44.847649
"0001.HK","2020-10-28",46.75,47,45.900002,46.299999,9793752,44.415962
"0001.HK","2020-10-29",46,46.5,45.950001,46.25,5534049,44.367992
"0001.HK","2020-10-30",46.299999,47.299999,46,46.700001,8866764,44.799686
"0001.HK","2020-11-02",47.150002,47.599998,46.599998,47.299999,7113002,45.375267
"0001.HK","2020-11-03",47.799999,49.200001,47.650002,48.700001,8777554,46.7183
"0001.HK","2020-11-04",48.299999,49.299999,48.200001,48.5,4846441,46.526436
"0001.HK","2020-11-05",51.599998,52.900002,51.450001,52.799999,27156685,50.651463
"0001.HK","2020-11-06",52.400002,52.5,51.099998,51.5,10373673,49.404362
"0001.HK","2020-11-09",51.700001,51.799999,50.099998,50.400002,12319219,48.349125
"0001.HK","2020-11-10",51.75,52.200001,51.5,51.799999,17592968,49.69215
"0001.HK","2020-11-11",52,54.5,51.849998,54.400002,22254692,52.186356
"0001.HK","2020-11-12",54.5,54.599998,52.75,53.5,14229245,51.322975
"0001.HK","2020-11-13",54.599998,55.450001,53.75,54.200001,17366031,51.994495
"0001.HK","2020-11-16",54.5,55.450001,54.349998,55.150002,10758238,52.905838
"0001.HK","2020-11-17",56,58,55.5,58,22762985,55.639866
"0001.HK","2020-11-18",58,58.099998,57.25,57.75,10609943,55.400036
"0001.HK","2020-11-19",57.849998,58.799999,57.450001,58.049999,9892112,55.687828
"0001.HK","2020-11-20",57.5,57.5,56.299999,56.849998,7166073,54.536659
"0001.HK","2020-11-23",57,57,55.799999,56.599998,7884584,54.296833
"0001.HK","2020-11-24",56.75,57.349998,56.5,56.849998,5648126,54.536659
"0001.HK","2020-11-25",57.150002,58.5,57.049999,57.900002,10099746,55.543934
