"SecID","PriceDate","OPEN","HIGH","LOW","CLOSE","VOLUME","ADJUSTED"
"0008.HK","2019-12-31",4.63,4.66,4.61,4.61,6189103,3.988414
"0008.HK","2020-01-02",4.61,4.63,4.57,4.61,6253303,3.988414
"0008.HK","2020-01-03",4.61,4.64,4.6,4.63,16206687,4.005717
"0008.HK","2020-01-06",4.63,4.66,4.61,4.66,5975014,4.031672
"0008.HK","2020-01-07",4.66,4.68,4.65,4.67,3365074,4.040324
"0008.HK","2020-01-08",4.62,4.68,4.62,4.68,5558454,4.048975
"0008.HK","2020-01-09",4.68,4.72,4.67,4.72,4999678,4.083582
"0008.HK","2020-01-10",4.74,4.74,4.7,4.74,10162647,4.100885
"0008.HK","2020-01-13",4.74,4.75,4.69,4.71,4658633,4.074931
"0008.HK","2020-01-14",4.71,4.74,4.69,4.74,7447444,4.100885
"0008.HK","2020-01-15",4.74,4.75,4.7,4.75,6270135,4.109537
"0008.HK","2020-01-16",4.72,4.76,4.72,4.76,5209910,4.118189
"0008.HK","2020-01-17",4.76,4.77,4.72,4.75,6412905,4.109537
"0008.HK","2020-01-20",4.74,4.76,4.72,4.76,3697403,4.118189
"0008.HK","2020-01-21",4.76,4.76,4.67,4.72,6767360,4.083582
"0008.HK","2020-01-22",4.68,4.76,4.68,4.75,5279104,4.109537
"0008.HK","2020-01-23",4.72,4.76,4.67,4.71,7768271,4.074931
"0008.HK","2020-01-24",4.7,4.73,4.68,4.72,2715874,4.083582
"0008.HK","2020-01-29",4.6,4.66,4.58,4.62,13053154,3.997066
"0008.HK","2020-01-30",4.62,4.68,4.6,4.64,9281574,4.014369
"0008.HK","2020-01-31",4.63,4.65,4.58,4.59,13542103,3.971111
"0008.HK","2020-02-03",4.6,4.6,4.57,4.59,6091509,3.971111
"0008.HK","2020-02-04",4.58,4.61,4.57,4.59,7477584,3.971111
"0008.HK","2020-02-05",4.6,4.64,4.59,4.62,5803004,3.997066
"0008.HK","2020-02-06",4.63,4.71,4.63,4.68,5661671,4.048975
"0008.HK","2020-02-07",4.66,4.75,4.66,4.73,8553083,4.092234
"0008.HK","2020-02-10",4.7,4.75,4.7,4.74,8294317,4.100885
"0008.HK","2020-02-11",4.75,4.77,4.73,4.77,6047561,4.12684
"0008.HK","2020-02-12",4.77,4.79,4.76,4.79,7147776,4.144145
"0008.HK","2020-02-13",4.8,4.82,4.77,4.8,8863665,4.152796
"0008.HK","2020-02-14",4.8,4.8,4.76,4.79,10253536,4.144145
"0008.HK","2020-02-17",4.79,4.79,4.76,4.78,4865085,4.135492
"0008.HK","2020-02-18",4.592466,4.602074,4.573251,4.602074,4047192,3.981557
"0008.HK","2020-02-19",4.582858,4.611681,4.573251,4.611681,7470932,3.989868
"0008.HK","2020-02-20",4.592466,4.611681,4.582858,4.611681,5152884,3.989868
"0008.HK","2020-02-21",4.602074,4.630897,4.582858,4.630897,5061378,4.006494
"0008.HK","2020-02-24",4.630897,4.640504,4.582858,4.630897,4219684,4.006494
"0008.HK","2020-02-25",4.592466,4.621289,4.592466,4.592466,6822402,3.973244
"0008.HK","2020-02-26",4.582858,4.640504,4.582858,4.592466,10764369,3.973244
"0008.HK","2020-02-27",4.582858,4.611681,4.573251,4.592466,4393823,3.973244
"0008.HK","2020-02-28",4.53482,4.563643,4.477174,4.505997,20146086,3.898434
"0008.HK","2020-03-02",4.505997,4.525212,4.486782,4.486782,12077416,3.88181
"0008.HK","2020-03-03",4.53482,4.53482,4.467566,4.477174,10388145,3.873498
"0008.HK","2020-03-04",4.477174,4.544428,4.448351,4.467566,12613093,3.865185
"0008.HK","2020-03-05",4.477174,4.53482,4.477174,4.515605,14573679,3.906747
"0008.HK","2020-03-06",4.515605,4.563643,4.496389,4.53482,9484939,3.923371
"0008.HK","2020-03-09",4.525212,4.525212,4.448351,4.467566,12959309,3.865185
"0008.HK","2020-03-10",4.448351,4.515605,4.448351,4.486782,16436004,3.88181
"0008.HK","2020-03-11",4.505997,4.582858,4.467566,4.477174,16158104,3.873498
"0008.HK","2020-03-12",4.467566,4.486782,4.342667,4.390705,26217286,3.798687
"0008.HK","2020-03-13",4.227375,4.381097,4.150513,4.333059,34994762,3.748814
"0008.HK","2020-03-16",4.323451,4.323451,4.217767,4.227375,17966255,3.65738
"0008.HK","2020-03-17",4.256198,4.275413,4.179336,4.198552,24845379,3.632443
"0008.HK","2020-03-18",4.217767,4.236982,4.112083,4.112083,19723050,3.557633
