"SecID","PriceDate","OPEN","HIGH","LOW","CLOSE","VOLUME","ADJUSTED"
"0043.HK","2019-12-31",0.65,0.65,0.64,0.64,122000,0.527836
"0043.HK","2020-01-02",0.65,0.66,0.65,0.66,2555552,0.544331
"0043.HK","2020-01-03",0.66,0.67,0.65,0.67,1072000,0.552578
"0043.HK","2020-01-06",0.67,0.67,0.65,0.66,2986714,0.544331
"0043.HK","2020-01-07",0.66,0.66,0.64,0.66,3512000,0.544331
"0043.HK","2020-01-08",0.65,0.66,0.65,0.66,224000,0.544331
"0043.HK","2020-01-09",0.66,0.68,0.66,0.68,5874000,0.560826
"0043.HK","2020-01-10",0.67,0.69,0.66,0.68,8066000,0.560826
"0043.HK","2020-01-13",0.68,0.7,0.68,0.69,6006000,0.569073
"0043.HK","2020-01-14",0.69,0.7,0.68,0.7,3824000,0.57732
"0043.HK","2020-01-15",0.69,0.7,0.69,0.69,3988000,0.569073
"0043.HK","2020-01-16",0.69,0.7,0.69,0.69,488000,0.569073
"0043.HK","2020-01-17",0.7,0.71,0.69,0.71,16252000,0.585568
"0043.HK","2020-01-20",0.71,0.72,0.7,0.71,5207633,0.585568
"0043.HK","2020-01-21",0.72,0.73,0.71,0.73,10258000,0.602063
"0043.HK","2020-01-22",0.73,0.73,0.71,0.72,6302000,0.593815
"0043.HK","2020-01-23",0.71,0.72,0.7,0.7,5824000,0.57732
"0043.HK","2020-01-24",0.7,0.71,0.7,0.71,770000,0.585568
"0043.HK","2020-01-29",0.7,0.7,0.66,0.66,2128000,0.544331
"0043.HK","2020-01-30",0.66,0.67,0.65,0.66,6128000,0.544331
"0043.HK","2020-01-31",0.67,0.69,0.67,0.68,1686000,0.560826
"0043.HK","2020-02-03",0.67,0.68,0.66,0.67,438640,0.552578
"0043.HK","2020-02-04",0.67,0.68,0.66,0.68,346000,0.560826
"0043.HK","2020-02-05",0.67,0.68,0.67,0.68,763613,0.560826
"0043.HK","2020-02-06",0.67,0.69,0.67,0.68,5094000,0.560826
"0043.HK","2020-02-07",0.68,0.69,0.66,0.67,3318000,0.552578
"0043.HK","2020-02-10",0.67,0.68,0.67,0.67,184000,0.552578
"0043.HK","2020-02-11",0.68,0.69,0.67,0.67,3458593,0.552578
"0043.HK","2020-02-12",0.67,0.69,0.66,0.68,3600000,0.560826
"0043.HK","2020-02-13",0.67,0.68,0.67,0.68,582000,0.560826
"0043.HK","2020-02-14",0.67,0.69,0.67,0.69,3200000,0.569073
"0043.HK","2020-02-17",0.69,0.7,0.68,0.69,2544000,0.569073
"0043.HK","2020-02-18",0.7,0.71,0.69,0.7,3612000,0.57732
"0043.HK","2020-02-19",0.69,0.7,0.69,0.7,1626000,0.57732
"0043.HK","2020-02-20",0.7,0.7,0.67,0.68,3200000,0.560826
"0043.HK","2020-02-21",0.68,0.68,0.66,0.68,3120000,0.560826
"0043.HK","2020-02-24",0.67,0.68,0.66,0.68,974000,0.560826
"0043.HK","2020-02-25",0.67,0.68,0.66,0.67,1114000,0.552578
"0043.HK","2020-02-26",0.66,0.67,0.66,0.67,956000,0.552578
"0043.HK","2020-02-27",0.67,0.67,0.66,0.66,1562000,0.544331
"0043.HK","2020-02-28",0.66,0.66,0.64,0.66,5820000,0.544331
"0043.HK","2020-03-02",0.66,0.67,0.65,0.66,2733388,0.544331
"0043.HK","2020-03-03",0.67,0.67,0.65,0.66,568000,0.544331
"0043.HK","2020-03-04",0.66,0.67,0.65,0.67,1020653,0.552578
"0043.HK","2020-03-05",0.67,0.67,0.65,0.67,1196000,0.552578
"0043.HK","2020-03-06",0.66,0.67,0.65,0.66,1028000,0.544331
"0043.HK","2020-03-09",0.65,0.66,0.63,0.64,7920000,0.527836
"0043.HK","2020-03-10",0.64,0.65,0.63,0.65,2614000,0.536083
