"SecID","PriceDate","OPEN","HIGH","LOW","CLOSE","VOLUME","ADJUSTED"
"0066.HK","2019-12-31",46.200001,46.450001,45.950001,46.049999,1835407,43.467285
"0066.HK","2020-01-02",46.099998,46.150002,45.5,45.900002,3603916,43.325695
"0066.HK","2020-01-03",46.299999,46.450001,45.549999,45.700001,3378631,43.136913
"0066.HK","2020-01-06",45.700001,45.950001,45,45.5,2761345,42.948135
"0066.HK","2020-01-07",45.900002,46,45.049999,45.200001,2981976,42.664959
"0066.HK","2020-01-08",45,45.5,44.700001,45.25,3473167,42.712151
"0066.HK","2020-01-09",45.650002,46.200001,45.450001,46.049999,3457549,43.467285
"0066.HK","2020-01-10",46.299999,46.400002,45.849998,46.400002,4205721,43.797657
"0066.HK","2020-01-13",46.700001,47.450001,46.099998,47.099998,7634769,44.458393
"0066.HK","2020-01-14",47.599998,47.599998,46.75,47.450001,4230673,44.788761
"0066.HK","2020-01-15",47,47.349998,46.650002,47.200001,3210171,44.552784
"0066.HK","2020-01-16",46.849998,47.200001,46.700001,46.950001,2953584,44.316803
"0066.HK","2020-01-17",46.900002,47.799999,46.700001,47.799999,4317302,45.119133
"0066.HK","2020-01-20",47.299999,47.75,47.299999,47.299999,2510927,44.647175
"0066.HK","2020-01-21",46.900002,47.099998,46.299999,46.650002,5468512,44.03363
"0066.HK","2020-01-22",46.349998,47.150002,46.299999,47.150002,3920617,44.505592
"0066.HK","2020-01-23",46.650002,46.650002,45.900002,46.200001,4294905,43.608871
"0066.HK","2020-01-24",45.900002,46.200001,45.799999,46.150002,1449854,43.561676
"0066.HK","2020-01-29",44.799999,45.25,44.700001,44.950001,4684605,42.428978
"0066.HK","2020-01-30",44.599998,45.099998,44,44.150002,4488218,41.673851
"0066.HK","2020-01-31",45.150002,45.150002,43.799999,43.900002,3847710,41.43787
"0066.HK","2020-02-03",43.75,43.75,43.049999,43.700001,3878545,41.249081
"0066.HK","2020-02-04",44,44.349998,43.450001,43.75,5120963,41.296276
"0066.HK","2020-02-05",43.900002,44,43.25,43.549999,5271978,41.107498
"0066.HK","2020-02-06",43.950001,44.799999,43.950001,44.5,5374086,42.004215
"0066.HK","2020-02-07",44.5,44.950001,44.049999,44.450001,3551833,41.957024
